doc_id	sentence_id	token_id	token	lemma	pos	tag	gender	number	head_token_id	dep_rel	intensifier_lemma	intensifier	text	account
text1549	3	23	oficial	oficial	ADJ	ADJ	Fem	Sing	22	amod	NA	0	Quer mudar o local de votação? | Para solicitar a transferência do domicílio eleitoral, o primeiro passo é digitalizar um comprovante de residência e um documento de identificação oficial com foto	oglobo
text249	1	16	afins	afim	ADJ	ADJ	Fem	Plur	15	amod	NA	0	.@ancelmocom: Carlos Bolsonaro quer proibir o ensino de socialismo, marxismo e 'ideologias afins' nas escolas do Rio https://t.co/Ki9rCnhhHR	oglobo
text515	8	2	rompiendo	rompiendo	ADJ	ADJ	Masc	Sing	1	acl	NA	0	Hace años prometi a mi gente de Brasil que llevaría el Baile Funk y nuestra cultura de la calle para el mundo. Y hoy por la primera vez se escucha un Funk brasileño en mi idioma rompiendo el @premiolonuestro GRACIAS https://t.co/Ma2rkWe6bz	anitta
text416	3	17	principal	principal	ADJ	ADJ	Masc	Sing	11	amod	NA	0	CHARTS GLOBALES !!! Para celebrar mi primera canción sola en otro idioma (para quien no lo sabe, yo soy brasileña y mi idioma principal es portugués) en el top 50 global <linebreak> https://t.co/2rxYmM9OuS	anitta
text1431	1	2	maior	maior	ADJ	ADJ	Masc	Sing	1	amod	NA	0	Ídolo maior da volta do emo, rapper e cantor texano de 31 anos fez cover de Paramore e dispersou parte da plateia https://t.co/qOgGNcNcFR #g1 #lollapalooza2022	g1
text32	1	3	corintiano	corintiano	ADJ	ADJ	Masc	Sing	2	amod	NA	0	O ídolo corintiano não resistiu aos ferimentos sofridos em um acidente na Colômbia https://t.co/zLU2RNOslJ #g1	g1
text2964	1	4	suspeito	suspeitar	ADJ	ADJ	Masc	Sing	3	amod	NA	0	MP: Idoso suspeito de tentar estuprar menino de 10 anos na sede do Flamengo tem prisão convertida para domiciliar https://t.co/BojpYXBS3E	oglobo
text2097	1	11	inteira	inteiro	ADJ	ADJ	Fem	Sing	10	amod	NA	0	Bom.... agora eu preciso dormir porque tenho uma ilha inteira pra fazer funcionar correndo e dentro das normas da OMS... então boa noite.	anitta
text753	2	5	rara	raro	ADJ	ADJ	Fem	Sing	4	amod	NA	0	Você recebeu o Mano Brown semi sorrindo  😁 <linebreak> Esta é uma imagem rara e um dos meus trabalhos mais difíceis! <linebreak> Boa noite ✨ https://t.co/104bB1AQ0M	whindersson
text2322	1	13	íntimas	íntimo	ADJ	ADJ	Fem	Plur	12	amod	NA	0	.@Ancelmocom: A Meta lança plataforma para coibir o compartilhamento de imagens íntimas não autorizadas https://t.co/foOtFFfK7y	oglobo
text1189	1	3	impressionante	impressionante	ADJ	ADJ	Fem	Sing	2	amod	NA	0	A imagem impressionante foi feita em Teresópolis, no Rio de Janeiro; veja mais fotos de Kiko Fairbairn https://t.co/bZT5h3Xnjy #g1	g1
text1505	2	4	mínimo	mínimo	ADJ	ADJ	Masc	Sing	3	amod	NA	0	Volume de etanol importado segue baixo e imposto de importação zero deve ter impacto mínimo nos preços ==&gt; https://t.co/7dOYeZcPyl #g1 https://t.co/TdPDtd10SB	g1
text2312	1	18	direto	direto	ADJ	ADJ	Masc	Sing	17	amod	NA	0	Estudo mostra que combater as distorções idade-série e investir no preparo dos alunos são ações com impacto direto na redução da violência https://t.co/HGff9aoxqP #g1	g1
text1633	1	8	mamário	mamário	ADJ	ADJ	Masc	Sing	7	amod	NA	0	Anvisa pede recolhimento de lotes de implante mamário https://t.co/jT0jtVltEY #g1 https://t.co/Nti55ktQ6d	g1
text3031	1	17	coclear	coclear	ADJ	ADJ	Masc	Sing	16	amod	NA	0	Isabela Coelho contou no Twitter quais foram os sons que mais agradaram ou desagradaram após implante coclear ==&gt; https://t.co/GcesYxI8Vd #g1	g1
text2350	1	2	hormonal	hormonal	ADJ	ADJ	Masc	Sing	1	amod	NA	0	Implante hormonal divide opiniões de especialistas https://t.co/zvYsj7ebtT	oglobo
text353	1	2	eletrônico	eletrônico	ADJ	ADJ	Masc	Sing	1	amod	NA	0	Implante eletrônico permite mulher com doença rara voltar a andar https://t.co/6gz3W9BKME	oglobo
text2733	1	5	mínimo	mínimo	ADJ	ADJ	Masc	Sing	4	amod	NA	0	Biden vai propor imposto mínimo de 20% sobre renda dos americanos mais ricos nesta segunda https://t.co/LQK4ir3rdc	oglobo
text864	1	9	sexual	sexual	ADJ	ADJ	Fem	Sing	8	amod	NA	0	Ex-aluna denuncia professor à Polícia Civil por importunação sexual nas redes sociais ==&gt; https://t.co/CLZ6723gcl #g1 https://t.co/EjEiix7egE	g1
text1020	1	12	sexual	sexual	ADJ	ADJ	Fem	Sing	11	amod	NA	0	Vereador foi convocado para dar esclarecimentos sobre as denúncias de importunação sexual, assédio sexual e estupro relatadas por ex-funcionários dele https://t.co/he1Aa8wmux #g1	g1
text1579	1	10	sexual	sexual	ADJ	ADJ	Fem	Sing	9	amod	NA	0	A pena prevista para condenados por crime de importunação sexual é de até 5 anos de prisão https://t.co/U20Ssusmld #g1	g1
text2386	1	4	local	local	ADJ	ADJ	Fem	Sing	3	amod	NA	0	Reportagens da imprensa local registram que um possível ataque a faca no primeiro andar do MoMA deixou duas pessoas feridas. https://t.co/buLineOWRS #g1	g1
text2304	3	16	independente	independente	ADJ	ADJ	Fem	Sing	15	amod	NA	0	#OAssunto: Para entender a batalha que Putin está travando na própria Rússia para sufocar a imprensa independente e a oposição à guerra na Ucrânia, @renataloprete conversa com o cientista político Vicente Ferraro Junior. OUÇA ==&gt; https://t.co/SEGaGl94Hc #g1 https://t.co/fj0wmbXneR	g1
text2335	3	16	independente	independente	ADJ	ADJ	Fem	Sing	15	amod	NA	0	#OAssunto: Para entender a batalha que Putin está travando na própria Rússia para sufocar a imprensa independente e a oposição à guerra na Ucrânia, @renataloprete conversa com o cientista político Vicente Ferraro Junior. OUÇA ==&gt; https://t.co/SEGaGl94Hc #g1 https://t.co/KbOdO3n6iz	g1
text298	2	2	europeia	europeu	ADJ	ADJ	Fem	Sing	1	amod	NA	0	'Candidato à Bola de Ouro': imprensa europeia exalta Benzema e brasileiros na Champions https://t.co/6JWKqvRMvf	oglobo
text1350	1	13	administrativa	administrativo	ADJ	ADJ	Fem	Sing	12	amod	NA	0	PGE-RJ abre inscrições para seminário que discutirá novo marco regulatório da improbidade administrativa https://t.co/Oe773Xs0YR	oglobo
text362	3	8	felizes	feliz	ADJ	ADJ	Masc	Plur	6	xcomp	NA	0	@rodolpho @bielnitto @gustavo_beats Se Deus quiser. Mas se não quiser também seguimos inacreditavelmente felizes	anitta
text2161	1	4	fiscal	fiscal	ADJ	ADJ	Masc	Sing	3	amod	NA	0	Rio terá incentivo fiscal para estimular economia verde https://t.co/t3n534u7Wv	oglobo
text252	2	8	jovens	jovem	ADJ	ADJ	Fem	Plur	7	xcomp	NA	0	Heloíse tem 17 anos e participa do projeto ""Cada Voto Conta"", que incentiva jovens a tirarem o título de eleitor https://t.co/DqwjY6yDnt #g1	g1
text221	1	10	feminina	feminino	ADJ	ADJ	Fem	Sing	9	amod	NA	0	.@belamegale: Juristas se articulam em torno de indicação feminina para STF em eventual governo Lula https://t.co/Vjs3E0oaVY	oglobo
text362	1	3	oficial	oficial	ADJ	ADJ	Masc	Sing	2	amod	NA	0	O índice oficial de inflação do Brasil subiu para 1,62% em março https://t.co/mIQYS99YwW #g1	g1
text2387	1	4	concretos	concreto	ADJ	ADJ	Masc	Plur	3	amod	NA	0	Não há indícios concretos de que o piloto exista, e há a hipótese de que seja apenas uma peça de propaganda para motivar os ucranianos em sua resistência contra a invasão https://t.co/ul809F9ACb #g1	g1
text1830	1	4	recém	recém	ADJ	ADJ	Fem	Sing	3	amod	NA	0	Algum jovem indígena recém formado em gastronomia pra me ajudar a compor o menu de um restaurante?? Pras pessoas pessoas aprenderem algo sobre o próprio país, nem que seja goela a baixo  <linebreak> Se você conhece alguém? Mencione aqui por favor bb 🙏🏼	whindersson
text1832	1	4	criador	criador	ADJ	ADJ	Masc	Sing	1	amod	NA	0	Alguém jovem indígena criador de sites que possa me ajudar a criar um site catalogando jovens engenheiro e arquitetos que se apresentaram aqui? já que não vou conseguir trabalhar com todos!  <linebreak> Remunerado  <linebreak> Bora botar a garotada pra trabalharrrr 🙏🏼	whindersson
text2355	1	26	alvos	alvo	ADJ	ADJ	Masc	Plur	25	amod	NA	0	Em entrevista, o secretário de habitação do país afirmou querer ""averiguar uma opção que nos permita usar as casas e propriedades de indivíduos alvos de sanções, para fins humanitários e outros propósitos"" https://t.co/wp8Sci44c1 #g1	g1
text980	2	22	musical	musical	ADJ	ADJ	Fem	Sing	21	amod	NA	0	Então, meu povo, ontem eu não falei só de bofe no podcast não ok? Sei que é só isso que tá viralizando mas eu falei de estudar, falei sobre usar caminha, sobre indústria musical, estratégia de carreira... pq to vendo um povo falar que eu só falar de p@/ mas o podcast teve 3h	anitta
text346	1	9	alemães	alemão	ADJ	ADJ	Masc	Plur	8	amod	NA	0	Mimi Reinhardt registrou funcionários para fábricas de industriais alemães durante o Holocausto ==&gt; https://t.co/qAnz0GMM6F #g1	g1
text2643	1	4	leve	levar	ADJ	ADJ	Fem	Sing	3	amod	NA	0	Mesmo após infecção leve, o tamanho geral do cérebro dos pacientes encolheu, segundo pesquisadores https://t.co/Lnltls23Od #g1	g1
text236	2	6	recorde	recordar	ADJ	ADJ	Fem	Sing	5	amod	NA	0	Orçamento volta ao Parlamento de Portugal enquanto população já enfrenta inflação recorde https://t.co/QfZVJVRL1l	oglobo
text1271	1	8	genéticas	genético	ADJ	ADJ	Fem	Plur	7	amod	NA	0	A alopecia pode ser causada por influências genéticas, processos inflamatórios locais ou doenças sistêmicas https://t.co/dkGyRM5lJm #g1	g1
text1368	1	4	digital	digital	ADJ	ADJ	Masc	Sing	3	amod	NA	0	Gamer e influenciador digital soma mais de 4 milhões de seguidores nas redes sociais https://t.co/Gack474moI #g1	g1
text3015	3	2	digitais	digitar	ADJ	ADJ	Masc	Plur	1	amod	NA	0	Passo 2: famosos nas redes <linebreak>  <linebreak> O negócio cresceu quando artistas famosos, amigos e colegas de Anitta, entraram na jogada. Influenciadores digitais, anônimos e personalidades conhecidas embarcaram na brincadeira e criaram versões irreverentes para a coreografia. https://t.co/hOhIIAWYXI	oglobo
text461	1	26	falsas	falso	ADJ	ADJ	Fem	Plur	25	amod	NA	0	De acordo com documentos da Meta, ""indivíduos associados"" ao serviço militar brasileiro usavam páginas e perfis de forma coordenada para divulgar informações falsas e criticar ONGs ambientalistas https://t.co/7jDF5ZpibC #g1	g1
text1739	1	11	falsas	falso	ADJ	ADJ	Fem	Plur	10	amod	NA	0	Segundo a plataforma, serão derrubados vídeos com ""informações falsas sobre fraude generalizada, erros ou problemas técnicos que supostamente tenham alterado o resultado de eleições anteriores, após os resultados já terem sido oficialmente confirmados"" https://t.co/aTpVz5LpX2 #g1	g1
text3028	1	18	falsas	falso	ADJ	ADJ	Fem	Plur	17	amod	NA	0	Governo russo ameaçou bloquear Wikipédia no país sob alegação de que artigo sobre o conflito tem informações falsas https://t.co/kHiEigTUp7 #g1 #Wikipédia	g1
text1931	1	36	beberes	beberar	ADJ	ADJ	Masc	Plur	35	amod	NA	0	Terminei a conversa com a moça agora, ela entendeu, eu tbm entendi ela, e tá tudo certo, a partir daí é com vcs, façam o que quiser com a informação beberes	whindersson
text1303	1	23	básicas	básico	ADJ	ADJ	Fem	Plur	22	amod	NA	0	@cabojunioamaral educação política no Brasil ou ta ai na sua sala zoando da cara do eleitor que nao teve acesso à informações básicas que deveriam ser parte do estudo público do Brasileiro?	anitta
text452	1	2	premium	premium	ADJ	ADJ	Masc	Plur	1	amod	NA	0	Ingressos premium esgotados jaaaa <linebreak> Cuida! <linebreak> https://t.co/BRSkswHmv2	whindersson
text453	2	2	disponíveis	disponível	ADJ	ADJ	Masc	Plur	1	amod	NA	0	Atenção Manaus 🚨 <linebreak> Ingressos disponíveis a partir das 14 horas dai, as 15 no horário de Brasília! <linebreak> Assim que sair o link eh posto aqui em baixo 👇🏼	whindersson
text299	1	7	favorável	favorável	ADJ	ADJ	Fem	Sing	5	amod	NA	0	Paxlovid: Conitec dá parecer inicial favorável à inclusão de segundo medicamento contra a Covid-19 no SUS https://t.co/acaqz9NuWu	oglobo
text2073	1	5	novo	novo	ADJ	ADJ	Masc	Sing	6	amod	NA	0	Primeiro-ministro de Portugal inicia novo mandato com desafio de combater pobreza https://t.co/2VVjDI4nr9	oglobo
text1987	1	18	privada	privar	ADJ	ADJ	Fem	Sing	17	amod	NA	0	Com ágio de 3.800%, mais três parques públicos de São Paulo são concedidos à iniciativa privada https://t.co/hQ3eduV0Z7	oglobo
text1993	1	18	privada	privar	ADJ	ADJ	Fem	Sing	17	amod	NA	0	Com ágio de 3.800%, mais três parques públicos de São Paulo são concedidos à iniciativa privada https://t.co/xnb0mZHbg8	oglobo
text2909	1	16	privada	privar	ADJ	ADJ	Fem	Sing	15	amod	NA	0	Proposta para um novo equipamento cultural ainda depende da captação de recursos com a iniciativa privada https://t.co/FrtEecSOR0 #g1	g1
text1013	1	22	mental	mental	ADJ	ADJ	Fem	Sing	21	amod	NA	0	Andréia Oliveira foi diagnosticada com 'episódio dissociativo', doença mental que precisa de tratamento, segundo exame de insanidade mental https://t.co/h9dYAn611D #g1	g1
text148	2	3	mtas	mtas	ADJ	ADJ	Fem	Plur	4	amod	NA	0	Que honra!! Você inspira mtas lutadoras no esporte, ia ser iradíssimo! https://t.co/IkXdR6FbFA	whindersson
text2372	1	15	nucleares	nuclear	ADJ	ADJ	Fem	Plur	14	amod	NA	0	Chefe da agência atômica da ONU visita a Ucrânia para garantir segurança de instalações nucleares https://t.co/iAroySjo1n	oglobo
text1173	1	4	imediata	imediato	ADJ	ADJ	Fem	Sing	3	amod	NA	0	Moraes cobra instalação imediata de tornozeleira eletrônica em Daniel Silveira https://t.co/US3SRpfTqr #g1 https://t.co/AArMO7DkD4	g1
text655	2	11	inferiores	inferior	ADJ	ADJ	Fem	Plur	10	amod	NA	0	É o primeiro precedente formado em tribunais superiores sobre o tema. Decisão pode orientar análises de outros casos semelhantes em instâncias inferiores https://t.co/gRkj8CL5sW #g1	g1
text1921	1	40	animal	animal	ADJ	ADJ	Masc	Sing	39	amod	NA	0	cheguei ao ponto que um amigo disse “já pensou se aparecesse um ET aqui aqui agora” eu respondi sem pensar em ninguém “rapaz eu ia” assim automático e involuntário, acho q é meu instinto animal tentando me salvar kkkkkkkkkkkk	whindersson
text2945	1	14	renal	renal	ADJ	ADJ	Fem	Sing	13	amod	NA	0	Cantora morreu no dia 23 de fevereiro, após complicações decorrentes de insuficiência renal https://t.co/fMkuCvzWCn #g1 #CalcinhaPreta #PaulinhaAbelha	g1
text2060	1	6	popular	popular	ADJ	ADJ	Fem	Sing	5	amod	NA	0	Qual a chance de insurgência popular ucraniana contra o exército russo? ==&gt; https://t.co/0WIOGSgZvX #g1 https://t.co/Pe9VFq3N24	g1
text2963	1	8	venezuelana	venezuelano	ADJ	ADJ	Fem	Sing	7	amod	NA	0	Espanha suspende extradição de ex-chefe da Inteligência venezuelana https://t.co/m4nbzn2XPS	oglobo
text2600	1	4	artificial	artificial	ADJ	ADJ	Fem	Sing	3	amod	NA	0	Recurso usa inteligência artificial para identificar automaticamente postagens consideradas falsas por verificadores parceiros da rede social https://t.co/j4ZooyeXsK #g1	g1
text1015	1	2	alemã	alemão	ADJ	ADJ	Fem	Sing	1	amod	NA	0	Inteligência alemã revela orientações a militares russos em Bucha: 'Primeiro questione, depois atire' https://t.co/KAiVeuY0Fl	oglobo
text1784	1	17	clara	claro	ADJ	ADJ	Fem	Sing	16	amod	NA	0	Ataques contra os rohingya foram generalizados e sistemáticos e que as evidências apontam para uma intenção clara de destruir a minoria https://t.co/ys5gH707Tk #g1	g1
text1815	1	12	direta	direta	ADJ	ADJ	Fem	Sing	11	amod	NA	0	Galera essa talvez seja a parte mais chata de tentar interação direta com as pessoas, a gente corre um sério risco de ser mal interpretado, eu respondi uma branco num post indígena e fiquei sem internet por 2 horas pq peguei um voo	whindersson
text50	1	13	parcial	parcial	ADJ	ADJ	Fem	Sing	12	amod	NA	0	PRF recomenda cautela em alguns trechos da Rio-Santos que seguem com interdição parcial https://t.co/PWyLCIUVvW	oglobo
text1926	1	9	boa	bom	ADJ	ADJ	Fem	Sing	8	amod	NA	0	@MussumAlive @DaniBirita Tá, eu não tenho internet boa, to na mata	whindersson
text3159	1	9	imediata	imediato	ADJ	ADJ	Fem	Sing	8	amod	NA	0	ONU aprova nova resolução humanitária que pede interrupção imediata das 'hostilidades da Rússia' na Ucrânia https://t.co/3rFOgSGLfJ	oglobo
text2476	2	15	médica	médico	ADJ	ADJ	Fem	Sing	14	amod	NA	0	Aneurisma cerebral: entenda o diagnóstico recebido pela ex-BBB Juliette que acabou não sendo confirmado após intervenção médica ➡ https://t.co/2h40A9aTAe #g1 https://t.co/YrrnMVM5OV	g1
text388	1	5	branda	brando	ADJ	ADJ	Fem	Sing	4	amod	NA	0	Justiça determina 'intervenção branda' em licitação da bilhetagem eletrônica dos transportes do Rio https://t.co/yx2X2pFBtV	oglobo
text885	1	13	feminina	feminino	ADJ	ADJ	Fem	Sing	11	amod	NA	0	Ginecologista explica que culturalmente tem-se a ideia de que a região íntima feminina é suja, mas isso é mito https://t.co/PKQ2JnV9i0 #g1	g1
text577	1	4	voraz	voraz	ADJ	ADJ	Masc	Sing	1	amod	NA	0	Predador e invasor voraz: aumento do registro de peixes-leão no Nordeste preocupa especialistas https://t.co/SDamkirqJ1	oglobo
text2943	1	10	petroquímico	petroquímico	ADJ	ADJ	Masc	Sing	9	amod	NA	0	Temendo sanções, chinesa Sinopec suspende negociações para investimento petroquímico na Rússia https://t.co/KNvIs5u2lQ	oglobo
text1307	6	5	externo	externar	ADJ	ADJ	Masc	Sing	4	amod	NA	0	beneficio do Brasil. Ele quer saber de ser poderoso aqui. Dessas briguinhas baixo nivel entre politicos daqui... acha que nao faz diferença alguma estar em bons termos com outros países. Pensa pequeno. E ai o que acontece? A gente perde investimento externo nas nossas empresas	anitta
text197	2	4	pras	pras	ADJ	ADJ	Fem	Plur	4	ROOT	NA	0	Tá no ar viu beberes, e fica no ar por 10 dias! Todo arrecadado vai pras pessoas prejudicadas pelos temporais na BA e em MG. <linebreak>  <linebreak> https://t.co/uLPd62MT1A	whindersson
text239	2	4	pras	pras	ADJ	ADJ	Fem	Plur	5	amod	NA	0	Nos próximos dias vou liberar um site leiloando algumas peças marcantes pra minha vida, a roupa do primeiro show, a roupa de “qual é a senha do Wi-Fi”, e tbm a primeira guitarra q tive, e várias coisas. O arrecadado vai pras aldeias indígenas que sofreram com as chuvas na Bahia	whindersson
text1435	1	37	pras	pras	ADJ	ADJ	Fem	Plur	38	amod	NA	0	Na vdd qualquer comentário com meu nome gera um engajamento, isso pode virar poeira ou dinheiro, por conta disso provavelmente eu seja eleito mais uma vez mto influente nesta rede social, isso vai pras empresas, e determina meu preço. Existe um motivo pra eu ser rico. https://t.co/XmS424IYG0	whindersson
text674	1	11	direto	direto	ADJ	ADJ	Masc	Sing	6	conj	NA	0	Urgência permite que projeto 'pule' comissões e vá direto ao plenário; Lira diz que texto já foi negociado https://t.co/nBpbyugOTv #g1	g1
text914	1	1	Ansioso	ansioso	ADJ	ADJ	Masc	Sing	8	amod	NA	0	Ansioso pra dizer “não sei, pergunte pra sua mãe”, já combino com Maria de dizer “não sei, quem sabe é seu pai”, e manter ele preso num looping	whindersson
text1244	3	7	lindo	lindar	ADJ	ADJ	Masc	Sing	6	amod	NA	0	Não sei o que seria de mim sem você. Meu grande parceiro desde sempre pra sempre. Eu te amo muito meu irmão lindo, e tenho muito orgulho do grande homem que você se tornou. Pra sempre unidos. Feliz aniversário, Renan #happybirthday https://t.co/GTtPz9PdHV	anitta
text1028	1	6	grávida	grávido	ADJ	ADJ	Fem	Sing	5	amod	NA	0	Indígena carrega por 2h irmã grávida picada por jararaca até socorro na Terra Yanomami https://t.co/zgnQ1PapkW #g1 https://t.co/xLp8gONjNo	g1
text2989	1	2	gêmeas	gêmeas	ADJ	ADJ	Fem	Plur	1	amod	NA	0	Irmãs gêmeas conseguem aprovação para cursar medicina em mais de 30 faculdades públicas https://t.co/0kT6fJqLjL #g1 https://t.co/iXqyEzozky	g1
text1231	2	4	social	social	ADJ	ADJ	Masc	Sing	3	amod	NA	0	Não concordo com ninguém sendo constrangido na rua, a não ser q seja eu, por que com o meu constrangimento eu sei lidar.  <linebreak> Você fez isolamento social pra salvar o máximo de pessoas possível, não só as que vc gosta, deixem de onda errada.	whindersson
text1152	1	7	obrigatório	obrigatório	ADJ	ADJ	Masc	Sing	6	amod	NA	0	Alemanha volta atrás e mantém isolamento obrigatório para pacientes de Covid https://t.co/YcKVvim1Zi	oglobo
text2350	1	5	aiorrío	aiorrío	ADJ	ADJ	Fem	Plur	5	ROOT	NA	0	Q q é isso aiorrío?	whindersson
text430	2	3	tradicionais	tradicional	ADJ	ADJ	Masc	Plur	2	amod	NA	0	Bacalhau adaptado: Com itens tradicionais 21% mais caros, veja como driblar a inflação e poupar no almoço de Páscoa https://t.co/3p5TwUhpli	oglobo
text874	2	5	saiiiiiuuuu	saiiiiiuuuu	ADJ	ADJ	Masc	Sing	1	advcl	NA	0	Vem escutar NO CHÃO NOVINHA agora porque já saiiiiiuuuu <linebreak> https://t.co/WlkG3SrniDhttps://t.co/t96uwNTSiB	anitta
text1374	2	2	disponível	disponível	ADJ	ADJ	Masc	Sing	2	ROOT	NA	0	SexToU"" <linebreak> @rennan_penha <linebreak> Já disponível! <linebreak> https://t.co/lHHrrATXXphttps://t.co/U0RgJVkz12	anitta
text28	1	7	calma	calmo	ADJ	ADJ	Fem	Sing	7	ROOT	NA	0	Veda de hoje saí já já calma	whindersson
text1835	5	2	bombei	bombei	ADJ	ADJ	Masc	Sing	2	ROOT	NA	0	@karina070793 Olha.... eu bombo independente disso (falo dela pq gosto mesmo)... mas nesse momento tô mais preocupada em ser feliz e plena do que em bombar.. já bombei o suficiente ✌ paz e amor	anitta
text1677	1	14	latino	latinar	ADJ	ADJ	Masc	Sing	13	amod	NA	0	Eliane Elias: pianista brasileira ganha o Grammy de melhor álbum de jazz latino https://t.co/0gH7P0mTlO	oglobo
text1679	1	14	latino	latinar	ADJ	ADJ	Masc	Sing	13	amod	NA	0	Eliane Elias: pianista brasileira ganha o Grammy de melhor álbum de jazz latino https://t.co/wkYEBQo7u0	oglobo
text2504	3	20	certo	certar	ADJ	ADJ	Masc	Sing	19	amod	NA	0	Eu tenho certeza que a Rafa ali dentro ensinou demais a Manu, quando ela sair. E o Babu ensinou demais a Rafa nessa questão. Eu só consigo achar bonito pq parece que daqui um tempo todo mundo vai entender como é o jeito certo de ajudar mantendo todos os princípios morais sabe	whindersson
text588	1	20	bom	bom	ADJ	ADJ	Masc	Sing	19	amod	NA	0	Vou entrar na tua mente de um jeito q tu não vai esquecer, vcs vão ver uma jeito bom de entrar na mente, serviço comunitário esse seu tuite vai te render https://t.co/SBw717dsnj	whindersson
text1412	1	15	blasé	blasé	ADJ	ADJ	Masc	Sing	14	amod	NA	0	Banda encerrou primeira noite após duas edições canceladas com som público feliz, jeito blasé e indie rock familiar que é a cara do festival https://t.co/BOx57bFx64 #g1 #Lollapalooza2022 #TheStrokes	g1
text2400	1	12	intermitente	intermitente	ADJ	ADJ	Masc	Sing	11	amod	NA	0	Rainha de bateria da União da Ilha diz que faz jejum intermitente para manter o corpão: 'Já fiquei 36 horas sem comer' https://t.co/LmFA8ajQLx #g1 #carnaval https://t.co/HM0abaEAjV	g1
text1633	1	46	esperto	espertar	ADJ	ADJ	Masc	Sing	45	flat:name	NA	0	Pró vida mas pra travesti que mataram no Ceará, arrancaram o coração e a jogaram dentro de uma lata de lixo, não fizeram uma oração pra dar dignidade e essa alma, vcs não ligam nem pra vida de vcs, e Jesus esperto já sabendo pediu a Deus pra te perdoar, pq vc não sabe o q faz	whindersson
text358	1	13	muçulmano	muçulmano	ADJ	ADJ	Masc	Sing	12	amod	NA	0	Vídeo: Árbitro faz pausa inédita em jogo da Bundesliga para jogador muçulmano fazer desjejum após Ramadã https://t.co/EPxSXlYQoJ	oglobo
text1118	1	2	caro	caro	ADJ	ADJ	Masc	Sing	1	amod	NA	0	Jogador caro  🤑👽🤭😋🍀🔥 https://t.co/Ku1BvupvYz	whindersson
text1732	1	9	único	único	ADJ	ADJ	Masc	Sing	8	amod	NA	0	Cirúrgico, Atlético derruba o Cruzeiro em jogo único e é campeão mineiro pela 47ª vez https://t.co/MDyahOf8Vf	oglobo
text1137	2	4	futebol	futebol	ADJ	ADJ	Masc	Sing	3	amod	NA	0	Cotado a prêmio, Benzema minimiza disputa por melhor do mundo: 'Não jogo futebol para isso' https://t.co/2DXwS3zSZ8	oglobo
text1336	1	14	duro	durar	ADJ	ADJ	Masc	Sing	13	amod	NA	0	Champions: Tite vê defesa do Atlético com Felipe e Lodi fazer jogo duro em vitória do Manchester City https://t.co/q7h6wxx2WM	oglobo
text1689	1	20	bons	bom	ADJ	ADJ	Masc	Plur	19	amod	NA	0	Beberes, esse final de semana tem a volta do Brasileirão e essa primeira rodada ta cheia de jogos bons... se eu fosse vocês já corria lá no Sportingbet pra dar o seu palpite! Seu lance. Sua chance. #FazUmSportingBetAe  https://t.co/2u3rM8KXjx	whindersson
text3169	1	4	nicaraguense	nicaraguense	ADJ	ADJ	Masc	Sing	3	amod	NA	0	Diretor de jornal nicaraguense La Prensa é condenado por lavagem de dinheiro mas alega motivação política https://t.co/uKyclYpHFl	oglobo
text3107	2	2	italianos	italiano	ADJ	ADJ	Masc	Plur	1	amod	NA	0	‘Desastre’: jornais italianos repercutem segunda vez seguida da seleção fora da Copa do Mundo https://t.co/WxxSBIZM6N	oglobo
text554	2	13	alemão	alemão	ADJ	ADJ	Masc	Sing	12	amod	NA	0	Guerra na Ucrânia: Funcionária de TV que fez protesto ao vivo é contratada por jornal alemão https://t.co/OqHeteDDA0	oglobo
text604	1	17	alemão	alemão	ADJ	ADJ	Masc	Sing	16	amod	NA	0	Guerra na Ucrânia: Russa que fez protesto ao vivo na TV é contratada por jornal alemão https://t.co/fKDeIl8P3H	oglobo
text731	1	14	investigativo	investigativo	ADJ	ADJ	Masc	Sing	13	amod	NA	0	iFood contrata empresas para desmobilizar movimento de entregadores, diz agência de jornalismo investigativo https://t.co/yKBU8egNm2	oglobo
text455	1	11	saudita	saúde	ADJ	ADJ	Masc	Sing	10	amod	NA	0	Decisão pode encerrar o caso que busca assassinos do jornalista saudita, que era um dos maiores críticos do regime de seu país e foi esquartejado ao entrar no consulado da Arábia Saudita em Ancara https://t.co/nVGmHAiOSd #g1	g1
text2803	4	7	esportivo	esportivo	ADJ	ADJ	Masc	Sing	6	amod	NA	0	#OAssunto - Guerra na Ucrânia: oligarcas na mira. Em conversa com @RenataLoPrete, o ex-correspondente Jaime Spitzcovsky explica a origem e as relações dessa elite. Participa também do episódio o jornalista esportivo @rodrigocapelo. 🎧 Ouça: https://t.co/UKrHX1jvk7 #g1 https://t.co/BoVBi0ZtkQ	g1
text2837	4	7	esportivo	esportivo	ADJ	ADJ	Masc	Sing	6	amod	NA	0	#OAssunto - Guerra na Ucrânia: oligarcas na mira. Em conversa com @RenataLoPrete, o ex-correspondente Jaime Spitzcovsky explica a origem e as relações dessa elite. Participa também do episódio o jornalista esportivo @rodrigocapelo. 🎧 Ouça: https://t.co/UKrHX1jvk7 #g1 https://t.co/dO7UFicLsP	g1
text226	1	7	trans	trans	ADJ	ADJ	Masc	Plur	6	amod	NA	0	Contra violência das ruas, jovens trans criam perfil de entrega. ‘Ele cuspiu em mim e me chamou de viadinho', diz jovem espancado https://t.co/M4IQBESBb3	oglobo
